country,message_id,message_combination,target_topic,target_position,target_group,target_message,target_constraint_gender,sender_scope,sender_message,sender_category,sender_hatescore
gbr,gbr-mssge-118,racism-right-meme-group-1,racism,right,Racists,Racism is an overblown issue.,NA,group,racism_r_group.jpeg,meme,1
gbr,gbr-mssge-119,racism-right-meme-personal-1,racism,right,Racists,Racism is an overblown issue.,NA,personal,racism_r_personal.jpeg,meme,1
gbr,gbr-mssge-120,veganism-left-opinion-group-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,We should all eat meat for our own health,opinion,1
gbr,gbr-mssge-121,veganism-left-opinion-group-2,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,"It should be against the law for vegans to have children, it's child cruelty!",opinion,2
gbr,gbr-mssge-122,veganism-left-insult-group-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,Vegans are all ignorant elitists.,insult,1
gbr,gbr-mssge-123,veganism-left-insult-personal-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,You're such an ignorant elitist.,insult,1
gbr,gbr-mssge-124,veganism-left-insult-group-2,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,Vegans are a bunch of dirty hippies!,insult,2
gbr,gbr-mssge-125,veganism-left-insult-personal-2,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,You're just a dirty hippie!,insult,2
gbr,gbr-mssge-126,veganism-left-threat-group-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,Vegans should all be force-fed meat.,threat,1
gbr,gbr-mssge-127,veganism-left-threat-personal-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,I should force-feed you a burger,threat,1
gbr,gbr-mssge-128,veganism-left-threat-group-2,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,Vegans should be rounded up and slaughtered like cattle!,threat,2
gbr,gbr-mssge-129,veganism-left-threat-personal-2,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,I hope someone slaughters you like cattle!,threat,2
gbr,gbr-mssge-130,veganism-left-mocking-group-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,"We'd be better off if vegans would finally shut the fuck up, lol",mocking,1
gbr,gbr-mssge-131,veganism-left-mocking-personal-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,"For every burger you don't eat, I'll eat two! lol",mocking,1
gbr,gbr-mssge-132,veganism-left-meme-group-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,group,vegans_l_group.jpeg,meme,1
gbr,gbr-mssge-133,veganism-left-meme-personal-1,veganism,left,Vegans,We would be better off if everybody were vegan.,NA,personal,vegans_l_personal.jpeg,meme,1
gbr,gbr-mssge-134,veganism-right-opinion-group-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,"We should stop serving meat to children, it's terrible for them",opinion,1
gbr,gbr-mssge-135,veganism-right-opinion-group-2,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,Meat-eaters should be prosecuted for murder!,opinion,2
gbr,gbr-mssge-136,veganism-right-insult-group-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,Meat-eaters are disgusting.,insult,1
gbr,gbr-mssge-137,veganism-right-insult-personal-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,"You're disgusting, meat-eater.",insult,1
gbr,gbr-mssge-138,veganism-right-insult-group-2,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,Meat-eaters are all uncivilized cavemen!,insult,2
gbr,gbr-mssge-139,veganism-right-insult-personal-2,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,"Go back to your cave, meat-eater!",insult,2
gbr,gbr-mssge-140,veganism-right-threat-group-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,Meat-eaters should all be tased with cattle prods,threat,1
gbr,gbr-mssge-141,veganism-right-threat-personal-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,I hope someone tases you with a cattle prod,threat,1
gbr,gbr-mssge-142,veganism-right-threat-group-2,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,Meat-eaters should be butchered and sold!,threat,2
gbr,gbr-mssge-143,veganism-right-threat-personal-2,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,I hope someone butchers and sells you for meat!,threat,2
gbr,gbr-mssge-144,veganism-right-mocking-group-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,"I know, right? All these laws banning meat....oh wait, that's never happened.",mocking,1
gbr,gbr-mssge-145,veganism-right-mocking-personal-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,Aw is someone feeling threatened by big scary vegans? Lol,mocking,1
gbr,gbr-mssge-146,veganism-right-meme-group-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,group,vegans_r_group.jpeg,meme,1
gbr,gbr-mssge-147,veganism-right-meme-personal-1,veganism,right,Meat-eaters,It's my right to eat meat.,NA,personal,vegans_r_personal.jpeg,meme,1
gbr,gbr-mssge-148,climatechange-left-opinion-group-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,Climate alarmists should be stopped from spreading lies,opinion,1
gbr,gbr-mssge-149,climatechange-left-opinion-group-2,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,Climate alarmists should be thrown out of the country!,opinion,2
gbr,gbr-mssge-150,climatechange-left-insult-group-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,Climate alarmists are naïve idiots.,insult,1
gbr,gbr-mssge-151,climatechange-left-insult-personal-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,"You're such a naïve, alarmist idiot.",insult,1
gbr,gbr-mssge-152,climatechange-left-insult-group-2,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,"Climate alarmists are economy-destroying, filthy treehuggers!",insult,2
gbr,gbr-mssge-153,climatechange-left-insult-personal-2,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,You're just a filthy treehugger who wants to destroy the economy!,insult,2
gbr,gbr-mssge-154,climatechange-left-threat-group-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,Climate alarmists should all be punched in the face.,threat,1
gbr,gbr-mssge-155,climatechange-left-threat-personal-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,You deserve to be punched in the face,threat,1
gbr,gbr-mssge-156,climatechange-left-threat-group-2,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,Climate alarmists should all be run over by 4x4s!,threat,2
gbr,gbr-mssge-157,climatechange-left-threat-personal-2,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,I'd like to run you over with my 4x4!,threat,2
gbr,gbr-mssge-158,climatechange-left-mocking-group-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,"Yes, we're all going to die from the nicer weather…",mocking,1
gbr,gbr-mssge-159,climatechange-left-mocking-personal-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,"Aw someone's afraid of getting a little sweaty, boohoo",mocking,1
gbr,gbr-mssge-160,climatechange-left-meme-group-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,group,climate_l_group.jpeg,meme,1
gbr,gbr-mssge-161,climatechange-left-meme-personal-1,climatechange,left,Climate alarmists,Climate change is a fundamental threat to humanity.,NA,personal,climate_l_personal.jpeg,meme,1
gbr,gbr-mssge-162,climatechange-right-opinion-group-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics should be stopped from spreading lies.,opinion,1
gbr,gbr-mssge-163,climatechange-right-opinion-group-2,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics should be thrown out of the country!,opinion,2
gbr,gbr-mssge-164,climatechange-right-insult-group-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics are too stupid to follow the science.,insult,1
gbr,gbr-mssge-165,climatechange-right-insult-personal-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,"You must be too stupid to follow the science, then.",insult,1
gbr,gbr-mssge-166,climatechange-right-insult-group-2,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics can't follow the science because their brains are too small!,insult,2
gbr,gbr-mssge-167,climatechange-right-insult-personal-2,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,Idiot! Your brain is too small to follow the science!,insult,2
gbr,gbr-mssge-168,climatechange-right-threat-group-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics should have some sense punched into them.,threat,1
gbr,gbr-mssge-169,climatechange-right-threat-personal-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,I'd like to punch some sense into you.,threat,1
gbr,gbr-mssge-170,climatechange-right-threat-group-2,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,Climate skeptics should be killed to save the planet!,threat,2
gbr,gbr-mssge-171,climatechange-right-threat-personal-2,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,The best way to save the planet would be to kill you!,threat,2
gbr,gbr-mssge-172,climatechange-right-mocking-group-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,"Hmm I think climate skeptics are pretty overrated, lol",mocking,1
gbr,gbr-mssge-173,climatechange-right-mocking-personal-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,"Sure, let's listen to you instead of overwhelming scientific consensus, lol.",mocking,1
gbr,gbr-mssge-174,climatechange-right-meme-group-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,group,climate_r_group.jpeg,meme,1
gbr,gbr-mssge-175,climatechange-right-meme-personal-1,climatechange,right,Climate skeptics,Climate change is overrated - climate has always changed.,NA,personal,climate_r_personal.jpeg,meme,1
gbr,gbr-mssge-176,freespeech-left-opinion-group-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,Stop censoring people. There is NOTHING that should not be allowed to be said.,opinion,1
gbr,gbr-mssge-177,freespeech-left-opinion-group-2,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,Stop censoring people! SJWs should be thrown out of this country!,opinion,2
gbr,gbr-mssge-178,freespeech-left-insult-group-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,SJWs are just pathetic losers who can't take a joke.,insult,1
gbr,gbr-mssge-179,freespeech-left-insult-personal-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,You're just a pathetic loser who can't take a joke.,insult,1
gbr,gbr-mssge-180,freespeech-left-insult-group-2,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,All SJWs are dangerous commies!,insult,2
gbr,gbr-mssge-181,freespeech-left-insult-personal-2,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,You're an SJW commie!,insult,2
gbr,gbr-mssge-182,freespeech-left-threat-group-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,SJWs deserve harassment.,threat,1
gbr,gbr-mssge-183,freespeech-left-threat-personal-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,You deserve harassment.,threat,1
gbr,gbr-mssge-184,freespeech-left-threat-group-2,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,Death to all social justice warriors!,threat,2
gbr,gbr-mssge-185,freespeech-left-threat-personal-2,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,"Die, you social justice warrior!",threat,2
gbr,gbr-mssge-186,freespeech-left-mocking-group-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,Social Justice Warriors: fighting injustice one post at a time!,mocking,1
gbr,gbr-mssge-187,freespeech-left-mocking-personal-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,Lol lighten up no one gives a shit about minorities and your rights,mocking,1
gbr,gbr-mssge-188,freespeech-left-meme-group-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,group,freespeech_l_group.jpeg,meme,1
gbr,gbr-mssge-189,freespeech-left-meme-personal-1,freespeech,left,Social justice warrior,Minority harassment has to disappear from the discourse.,NA,personal,freespeech_l_personal.jpeg,meme,1
gbr,gbr-mssge-190,freespeech-right-opinion-group-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,Stop hurting people. Hate should be banned from the internet.,opinion,1
gbr,gbr-mssge-191,freespeech-right-opinion-group-2,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,Stop hurting people! People spreading hate should be thrown in jail!,opinion,2
gbr,gbr-mssge-192,freespeech-right-insult-group-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,Free speech warriors are a bunch of childish shitposters.,insult,1
gbr,gbr-mssge-193,freespeech-right-insult-personal-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,You're just a childish shitposter.,insult,1
gbr,gbr-mssge-194,freespeech-right-insult-group-2,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,Free speech warriors are just shitposting fascists!,insult,2
gbr,gbr-mssge-195,freespeech-right-insult-personal-2,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,You're just a fascist who's afraid to admit it!,insult,2
gbr,gbr-mssge-196,freespeech-right-threat-group-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,All free speech warriors need to be punched in the face.,threat,1
gbr,gbr-mssge-197,freespeech-right-threat-personal-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,And it's not my problem if others want to punch you in the face.,threat,1
gbr,gbr-mssge-198,freespeech-right-threat-group-2,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,Free speech warriors should be rounded up and gassed!,threat,2
gbr,gbr-mssge-199,freespeech-right-threat-personal-2,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,You should be gassed!,threat,2
gbr,gbr-mssge-200,freespeech-right-mocking-group-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,"Free speech warriors are all the same: post dumb shit, and cry when someone tells them their shit's dumb",mocking,1
gbr,gbr-mssge-201,freespeech-right-mocking-personal-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,"WOW you sound really tough and edgy, I bet everyone is SO afraid of you and your opinions *eyeroll*",mocking,1
gbr,gbr-mssge-202,freespeech-right-meme-group-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,group,freespeech_r_group.jpeg,meme,1
gbr,gbr-mssge-203,freespeech-right-meme-personal-1,freespeech,right,Free speech warriors,It's not my problem if others are hurt by my opinion.,NA,personal,freespeech_r_personal.jpeg,meme,1
gbr,gbr-mssge-204,partisanship-left-opinion-group-1,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Labour should be stopped from spreading lies,opinion,1
gbr,gbr-mssge-205,partisanship-left-opinion-group-2,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Labour should be disbanded!,opinion,2
gbr,gbr-mssge-206,partisanship-left-insult-group-1,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Labour supporters are a bunch of benefits scroungers.,insult,1
gbr,gbr-mssge-207,partisanship-left-insult-personal-1,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,You must be some kind of benefits scrounger.,insult,1
gbr,gbr-mssge-208,partisanship-left-insult-group-2,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Labour are all commie bastards!,insult,2
gbr,gbr-mssge-209,partisanship-left-insult-personal-2,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,You're a commie bastard!,insult,2
gbr,gbr-mssge-210,partisanship-left-threat-group-1,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Labour supporters need to have their stupidity punched out of them.,threat,1
gbr,gbr-mssge-211,partisanship-left-threat-personal-1,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,You should be punched for being a lefty.,threat,1
gbr,gbr-mssge-212,partisanship-left-threat-group-2,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Leftie Labour supporters should be shot on sight!,threat,2
gbr,gbr-mssge-213,partisanship-left-threat-personal-2,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,I should shoot you on sight!,threat,2
gbr,gbr-mssge-214,partisanship-left-mocking-group-1,partisanship,left,Lefties,Labour is the one and only party.,NA,group,Lol yeah then maybe Labour will finally start winning elections.,mocking,1
gbr,gbr-mssge-215,partisanship-left-mocking-personal-1,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,"""ooo I'm a Labour supporter and anyone who disagrees with me is a fascist!"" lol",mocking,1
gbr,gbr-mssge-216,partisanship-left-meme-group-1,partisanship,left,Lefties,Labour is the one and only party.,NA,group,politics_l_group.jpeg,meme,1
gbr,gbr-mssge-217,partisanship-left-meme-personal-1,partisanship,left,Lefties,Labour is the one and only party.,NA,personal,politics_l_personal.jpeg,meme,1
gbr,gbr-mssge-218,partisanship-right-opinion-group-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,The Tories should be stopped from spreading lies,opinion,1
gbr,gbr-mssge-219,partisanship-right-opinion-group-2,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,The Tories should be banned!,opinion,2
gbr,gbr-mssge-220,partisanship-right-insult-group-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,The right wing Tories are all extremist ideologues.,insult,1
gbr,gbr-mssge-221,partisanship-right-insult-personal-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,You're a right wing extremist ideologue.,insult,1
gbr,gbr-mssge-222,partisanship-right-insult-group-2,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,Tories are all bigoted pigs!,insult,2
gbr,gbr-mssge-223,partisanship-right-insult-personal-2,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,You're a bigoted pig!,insult,2
gbr,gbr-mssge-224,partisanship-right-threat-group-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,"Punch all Tories, they're a menace to society.",threat,1
gbr,gbr-mssge-225,partisanship-right-threat-personal-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,You're a danger to society and should be punched in the face.,threat,1
gbr,gbr-mssge-226,partisanship-right-threat-group-2,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,Death to all Tories!,threat,2
gbr,gbr-mssge-227,partisanship-right-threat-personal-2,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,"Die, you Tory!",threat,2
gbr,gbr-mssge-228,partisanship-right-mocking-group-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,"Lol Conservatives are so dumb, they can't even choose a competent PM",mocking,1
gbr,gbr-mssge-229,partisanship-right-mocking-personal-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,"""ooo I'm a Tory and anyone who disagrees with me is a communist!"" lol",mocking,1
gbr,gbr-mssge-230,partisanship-right-meme-group-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,group,politics_r_group.jpeg,meme,1
gbr,gbr-mssge-231,partisanship-right-meme-personal-1,partisanship,right,Right-wingers,The Conservatives/Tories are the one and only party.,NA,personal,politics_r_personal.jpeg,meme,1
gbr,gbr-mssge-232,homosexuality-left-opinion-group-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,"Homosexuality is a sin, and shouldn't be talked about at schools.",opinion,1
gbr,gbr-mssge-233,homosexuality-left-opinion-group-2,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,Homosexuals should be thrown in prison!,opinion,2
gbr,gbr-mssge-234,homosexuality-left-insult-group-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,Homosexuals are a bunch of stupid pansies.,insult,1
gbr,gbr-mssge-235,homosexuality-left-insult-personal-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,You're a stupid homo pansy.,insult,1
gbr,gbr-mssge-236,homosexuality-left-insult-group-2,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,Homosexuals are disgusting faggots!,insult,2
gbr,gbr-mssge-237,homosexuality-left-insult-personal-2,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,You're a disgusting faggot!,insult,2
gbr,gbr-mssge-238,homosexuality-left-threat-group-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,"Protect your family, kick a homo's arse today",threat,1
gbr,gbr-mssge-239,homosexuality-left-threat-personal-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,You deserve to have your arse kicked,threat,1
gbr,gbr-mssge-240,homosexuality-left-threat-group-2,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,Death to all homosexuals!,threat,2
gbr,gbr-mssge-241,homosexuality-left-threat-personal-2,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,Die you homo!,threat,2
gbr,gbr-mssge-242,homosexuality-left-mocking-group-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,Uh oh the homos are squealing about their rights again,mocking,1
gbr,gbr-mssge-243,homosexuality-left-mocking-personal-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,Lol lighten up! no one gives a shit about homos and your rights,mocking,1
gbr,gbr-mssge-244,homosexuality-left-meme-group-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,group,homosexuality_l_group.jpeg,meme,1
gbr,gbr-mssge-245,homosexuality-left-meme-personal-1,homosexuality,left,Homosexuals,Gay marriage has to be legal.,NA,personal,homosexuality_l_personal.jpeg,meme,1
gbr,gbr-mssge-246,homosexuality-right-opinion-group-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Homophobic extremism should be forbidden,opinion,1
gbr,gbr-mssge-247,homosexuality-right-opinion-group-2,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Homophobes should be thrown in jail!,opinion,2
gbr,gbr-mssge-248,homosexuality-right-insult-group-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Homophobes are all insecure losers.,insult,1
gbr,gbr-mssge-249,homosexuality-right-insult-personal-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,"You're a homophobic, insecure loser.",insult,1
gbr,gbr-mssge-250,homosexuality-right-insult-group-2,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Homophobes are idiotic breeders!,insult,2
gbr,gbr-mssge-251,homosexuality-right-insult-personal-2,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,You're an idiotic breeder!,insult,2
gbr,gbr-mssge-252,homosexuality-right-threat-group-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Punch all homophobes,threat,1
gbr,gbr-mssge-253,homosexuality-right-threat-personal-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,I'd like to punch you in the face,threat,1
gbr,gbr-mssge-254,homosexuality-right-threat-group-2,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Death to all homophobes!,threat,2
gbr,gbr-mssge-255,homosexuality-right-threat-personal-2,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,Die you homophobe!,threat,2
gbr,gbr-mssge-256,homosexuality-right-mocking-group-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,Say people who watch lesbian porn,mocking,1
gbr,gbr-mssge-257,homosexuality-right-mocking-personal-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,Um and you think anyone wants to marry you? lol,mocking,1
gbr,gbr-mssge-258,homosexuality-right-meme-group-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,group,homosexuality_r_group.jpeg,meme,1
gbr,gbr-mssge-259,homosexuality-right-meme-personal-1,homosexuality,right,Homophobes,Marriage has to be between a man and a woman.,NA,personal,homosexuality_r_personal.jpeg,meme,1
gbr,gbr-mssge-260,religious-left-opinion-group-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,Religion is important and should be required in schools.,opinion,1
gbr,gbr-mssge-261,religious-left-opinion-group-2,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,"Atheism should be outlawed, they have no values!",opinion,2
gbr,gbr-mssge-262,religious-left-insult-group-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,Atheists are all arrogant assholes.,insult,1
gbr,gbr-mssge-263,religious-left-insult-personal-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,You are an arrogant asshole.,insult,1
gbr,gbr-mssge-264,religious-left-insult-group-2,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,Atheists are all dirty infidels!,insult,2
gbr,gbr-mssge-265,religious-left-insult-personal-2,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,You're a dirty infidel!,insult,2
gbr,gbr-mssge-266,religious-left-threat-group-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,All atheists will burn in hell.,threat,1
gbr,gbr-mssge-267,religious-left-threat-personal-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,You'll burn in hell soon.,threat,1
gbr,gbr-mssge-268,religious-left-threat-group-2,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,Execute all atheists!,threat,2
gbr,gbr-mssge-269,religious-left-threat-personal-2,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,You should be shot in the head!,threat,2
gbr,gbr-mssge-270,religious-left-mocking-group-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,"Oh sure, and the atheists are definitely doing a lot of good for society, right? Lol",mocking,1
gbr,gbr-mssge-271,religious-left-mocking-personal-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,"Go home, atheist, you're drunk!",mocking,1
gbr,gbr-mssge-272,religious-left-meme-group-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,group,religion_l_group.jpeg,meme,1
gbr,gbr-mssge-273,religious-left-meme-personal-1,religious,left,Atheists,Religion has done more harm than good to our society.,NA,personal,religion_l_personal.jpeg,meme,1
gbr,gbr-mssge-274,religious-right-opinion-group-1,religious,right,Religious bigots,A life without faith is an empty life.,NA,group,Religion is harmful and shouldn't be permitted in schools.,opinion,1
gbr,gbr-mssge-275,religious-right-opinion-group-2,religious,right,Religious bigots,A life without faith is an empty life.,NA,group,Religious people aren't logical and shouldn't be allowed to vote!,opinion,2
gbr,gbr-mssge-276,religious-right-insult-group-1,religious,right,Religious bigots,A life without faith is an empty life.,NA,group,Religious people are all a bunch of bible-beating sheep.,insult,1
gbr,gbr-mssge-277,religious-right-insult-personal-1,religious,right,Religious bigots,A life without faith is an empty life.,NA,personal,You're just a bible-beating sheep.,insult,1
gbr,gbr-mssge-278,religious-right-insult-group-2,religious,right,Religious bigots,A life without faith is an empty life.,NA,group,Religious bigots are stupid as fuck!,insult,2
gbr,gbr-mssge-279,religious-right-insult-personal-2,religious,right,Religious bigots,A life without faith is an empty life.,NA,personal,You're stupid as fuck!,insult,2
gbr,gbr-mssge-280,religious-right-threat-group-1,religious,right,Religious bigots,A life without faith is an empty life.,NA,group,Religious bigots should all be punched in the face.,threat,1
gbr,gbr-mssge-281,religious-right-threat-personal-1,religious,right,Religious bigots,A life without faith is an empty life.,NA,personal,I want to punch you in the face,threat,1
